1520623,-1.940842486018105
768579,-2.394092032458264
1227846,-2.427286103543104
2228455,-2.403855598513957
546339,-1.687390461252874
1173587,-1.915743661391831
1517829,-2.307121411681036
1218675,-2.565099059686207
24036,-2.5139747232210032
699041,-2.764111021977586
1215061,-2.79842002891425
1077691,-2.502615706946839
510487,-1.776625294482758
1177150,-2.500294795483834
1516942,-2.470723776931033
1076592,-2.242268337948276
1197360,-1.457830910238213
565428,-1.637260138770615
1042474,-2.081436422547893
1048385,-2.035307214565373
1250945,-2.753286738543104
1227517,-2.8669393608045963
1042773,-2.083152737311912
690564,-2.573619525252873
1517699,-2.032388149931035
757284,-2.288319643379173
1076543,-2.490973224346264
707875,-2.5205931132437183
1523111,-2.191957331459769
1202299,-2.641641020731708
1517753,-2.813087575793105
542292,-1.71578699168856
1075988,-3.272358260896551
1247590,-2.513514607998604
1194603,-1.807916171586207
572800,-2.231622479403182
704255,-0.6118027054636
1182186,-2.780525510095785
1046302,-2.490159828232759
1218911,-2.516372804798029
726800,-2.61106588572766
1227234,-1.6214159822931031
1173545,-2.279893759071617
1049231,-2.396239134293103
1221941,-0.9058151388832292
720103,-2.33893109595862
775116,-2.525468930687604
1214612,-2.778008514933259
684705,-2.826177708793103
1233420,-2.611577751978222
1176460,-2.424360743771894
753545,-1.752364640254514
554477,-2.475676866806753
780696,-1.784158022271551
1521256,-2.605427895043104
1228743,-2.775747880522838
20813,-2.637856969043105
1519441,-2.734499136793103
1222893,-2.408960868586207
19485,-1.820576539650635
1517693,-1.880689594632822
1195634,-2.573190837791133
1309882,-3.071425021026436
774604,-1.926887760968801
1519764,-2.3435437824597702
1227919,-2.794527041697319
694988,-2.70888458937069
770761,-2.118428242310225
743698,-3.349115810886495
1198149,-1.056922102945694
775289,-2.228276082823618
770910,-2.532832230938698
1368992,-2.572380490586207
1214074,-2.5686730111330043
774293,-2.541600758819059
1212984,-2.525895946824713
39207,-2.784524033012932
1520426,-2.780760435268104
1247602,-2.613636894971263
771910,-1.895652168769158
1204197,-2.5545866063711
17341,-2.561670194528736
1043125,-2.507063476765482
1204233,-0.248096706285919
683791,-0.8284291753136971
1227209,-2.096556755793103
771946,-1.451139219463602
1189676,-0.554329838575317
1204710,-2.646264993028736
746793,-1.311687235911968
560955,-1.839660813546745
1227783,-2.545334164929006
769455,-2.627635813657767
