job_219_Co_fe_-0.895_n4_generated_crystals_cif__gen_0,-1.35151207447052
job_100_Co_fe_-1.485_n4_generated_crystals_cif__gen_3,-1.4826509952545166
job_109_Ti_fe_-0.845_n4_generated_crystals_cif__gen_0,-3.209760427474976
job_233_Mn_fe_-1.136_n4_generated_crystals_cif__gen_1,-1.9076969623565676
job_070_Ni_fe_-1.182_n4_generated_crystals_cif__gen_2,-1.0612940788269043
job_094_Cr_fe_-0.989_n4_generated_crystals_cif__gen_2,-2.166190385818481
job_065_Mn_fe_-1.024_n4_generated_crystals_cif__gen_0,-2.004470109939575
job_028_Co_fe_-0.810_n4_generated_crystals_cif__gen_1,-1.433193922042847
job_014_Al_fe_-1.262_n4_generated_crystals_cif__gen_1,-3.148024797439575
job_104_Ni_fe_-1.453_n4_generated_crystals_cif__gen_0,-1.0721954107284546
job_159_Al_fe_-1.408_n4_generated_crystals_cif__gen_1,-3.067146062850952
job_089_Ni_fe_-1.410_n4_generated_crystals_cif__gen_3,-0.9813941717147828
job_005_Al_fe_-1.478_n4_generated_crystals_cif__gen_0,-2.930741548538208
job_200_Cr_fe_-1.108_n4_generated_crystals_cif__gen_0,-2.14246129989624
job_035_Ti_fe_-1.046_n4_generated_crystals_cif__gen_1,-3.198765516281128
job_133_Mn_fe_-1.385_n4_generated_crystals_cif__gen_0,-1.996690034866333
job_200_Cr_fe_-1.108_n4_generated_crystals_cif__gen_3,-2.197359800338745
job_208_Cr_fe_-1.031_n4_generated_crystals_cif__gen_2,-2.208385467529297
job_099_Ni_fe_-1.343_n4_generated_crystals_cif__gen_3,-1.0807764530181885
job_163_Mg_fe_-0.801_n4_generated_crystals_cif__gen_3,-2.216045379638672
job_091_Ni_fe_-1.314_n4_generated_crystals_cif__gen_3,-1.0587022304534912
job_166_Ni_fe_-0.847_n4_generated_crystals_cif__gen_2,-1.0386276245117188
job_061_Mn_fe_-1.231_n4_generated_crystals_cif__gen_3,-1.899943828582764
job_233_Mn_fe_-1.136_n4_generated_crystals_cif__gen_2,-2.0037527084350586
job_071_Ti_fe_-0.887_n4_generated_crystals_cif__gen_2,-3.1473639011383057
job_219_Co_fe_-0.895_n4_generated_crystals_cif__gen_3,-1.511105179786682
job_165_Ni_fe_-1.146_n4_generated_crystals_cif__gen_3,-1.009853720664978
job_218_Ni_fe_-1.221_n4_generated_crystals_cif__gen_3,-0.9321960210800172
job_046_Ni_fe_-0.861_n4_generated_crystals_cif__gen_2,-1.0694735050201416
job_193_Co_fe_-1.092_n4_generated_crystals_cif__gen_1,-1.4423552751541138
job_197_Mn_fe_-0.871_n4_generated_crystals_cif__gen_1,-1.8706523180007932
job_247_Ni_fe_-1.069_n4_generated_crystals_cif__gen_2,-0.9956089854240416
job_030_Mn_fe_-1.234_n4_generated_crystals_cif__gen_2,-2.017267227172852
job_044_Mn_fe_-0.936_n4_generated_crystals_cif__gen_1,-2.023045063018799
job_026_Ti_fe_-1.451_n4_generated_crystals_cif__gen_2,-3.208275079727173
job_106_Mn_fe_-1.140_n4_generated_crystals_cif__gen_1,-1.9467482566833496
job_044_Mn_fe_-0.936_n4_generated_crystals_cif__gen_0,-2.011162757873535
job_029_Cr_fe_-1.337_n4_generated_crystals_cif__gen_2,-2.115389823913574
job_001_Ti_fe_-1.307_n4_generated_crystals_cif__gen_0,-3.1877970695495605
job_023_Co_fe_-0.919_n4_generated_crystals_cif__gen_3,-1.4480853080749512
job_161_Co_fe_-0.850_n4_generated_crystals_cif__gen_1,-1.4739354848861694
job_124_Ni_fe_-0.888_n4_generated_crystals_cif__gen_3,-1.0503320693969729
job_084_Ni_fe_-1.459_n4_generated_crystals_cif__gen_3,-1.0500950813293457
job_132_Ni_fe_-0.895_n4_generated_crystals_cif__gen_0,-1.0583908557891846
job_087_Cr_fe_-1.452_n4_generated_crystals_cif__gen_0,-2.190068006515503
job_107_Co_fe_-1.032_n4_generated_crystals_cif__gen_2,-1.5088258981704712
job_136_Cr_fe_-1.181_n4_generated_crystals_cif__gen_0,-2.177961587905884
job_013_Cr_fe_-1.388_n4_generated_crystals_cif__gen_3,-2.212435007095337
job_119_Ti_fe_-1.262_n4_generated_crystals_cif__gen_0,-3.1663100719451904
job_105_Mn_fe_-0.898_n4_generated_crystals_cif__gen_1,-1.9795161485672
job_224_Mn_fe_-1.419_n4_generated_crystals_cif__gen_2,-1.9380772113800049
job_116_Ti_fe_-1.462_n4_generated_crystals_cif__gen_1,-3.106773614883423
job_124_Ni_fe_-0.888_n4_generated_crystals_cif__gen_1,-1.038147211074829
job_032_Co_fe_-1.386_n4_generated_crystals_cif__gen_1,-1.4119749069213867
job_098_Mg_fe_-1.184_n4_generated_crystals_cif__gen_1,-2.2197582721710205
job_051_Co_fe_-1.402_n4_generated_crystals_cif__gen_2,-1.476088285446167
job_083_Cr_fe_-0.935_n4_generated_crystals_cif__gen_1,-2.173450231552124
job_182_Cr_fe_-1.464_n4_generated_crystals_cif__gen_2,-2.143676280975342
job_018_Co_fe_-0.907_n4_generated_crystals_cif__gen_3,-1.4167397022247314
job_086_Mn_fe_-0.988_n4_generated_crystals_cif__gen_3,-1.9542670249938965
