path,bytes,sha256
C:\Users\leoluis0705\Documents\Codex\2026-07-27\referenced-chatgpt-conversation-this-is-untrusted-4\work\3sys\results\cgcnn_hidden_evaluability_overlay_v1\CGCNN_HIDDEN_EVALUABILITY_REPORT.md,6339,896f940cdee65eb40d4a9bf5141001190814b488938a4321fbd338d16798f077
C:\Users\leoluis0705\Documents\Codex\2026-07-27\referenced-chatgpt-conversation-this-is-untrusted-4\work\3sys\results\cgcnn_hidden_evaluability_overlay_v1\CGCNN_HIDDEN_EVALUATOR_PROTOCOL.yaml,1366,ad4ad2848637aec58b214b10285482b619e36f5d75488a4b4b520a4518970925
C:\Users\leoluis0705\Documents\Codex\2026-07-27\referenced-chatgpt-conversation-this-is-untrusted-4\work\3sys\results\cgcnn_hidden_evaluability_overlay_v1\hidden_dft_evaluability_scores.csv,26824,58173cc573ee2adce4d92e0ac9f3bc39c0da9e31eafb23d8617e37f03ce7f59b
C:\Users\leoluis0705\Documents\Codex\2026-07-27\referenced-chatgpt-conversation-this-is-untrusted-4\work\3sys\results\cgcnn_hidden_evaluability_overlay_v1\INPUT_SHA256_MANIFEST.csv,9100,cb66696251664ab53957d76e103565ba5f9622379fd9cb44d4d92962fbdc1f1d
C:\Users\leoluis0705\Documents\Codex\2026-07-27\referenced-chatgpt-conversation-this-is-untrusted-4\work\3sys\results\cgcnn_hidden_evaluability_overlay_v1\paired_cgcnn_histories.csv,5757932,c9d77c31699263b4101e5cd50583133a054452c4834d7139cd31de48f7abab38
C:\Users\leoluis0705\Documents\Codex\2026-07-27\referenced-chatgpt-conversation-this-is-untrusted-4\work\3sys\results\cgcnn_hidden_evaluability_overlay_v1\paired_gate_minus_greedy.csv,1901,e50140f76c8666da7596f3fe669a57f1d218261071fdfff3e4f89bf6cf384eb9
C:\Users\leoluis0705\Documents\Codex\2026-07-27\referenced-chatgpt-conversation-this-is-untrusted-4\work\3sys\results\cgcnn_hidden_evaluability_overlay_v1\paired_hidden_evaluability_detail.csv,6696787,faf7fc2ec62d9e0a3de9e2d57cacafbe74bd6ebabb0afd915003062966ae38c3
C:\Users\leoluis0705\Documents\Codex\2026-07-27\referenced-chatgpt-conversation-this-is-untrusted-4\work\3sys\results\cgcnn_hidden_evaluability_overlay_v1\paired_hidden_evaluability_results.csv,11678,7fedb2ac92617106abdbf63745283d2422ad7694bc38bf1c2e44ae4262a72833
C:\Users\leoluis0705\Documents\Codex\2026-07-27\referenced-chatgpt-conversation-this-is-untrusted-4\work\3sys\results\cgcnn_hidden_evaluability_overlay_v1\paired_hidden_evaluability_summary.csv,2749,8e96b545825d357ef8623ee4cf4030e244a038f30f57b0cebd4c2ca7ee0d248e
C:\Users\leoluis0705\Documents\Codex\2026-07-27\referenced-chatgpt-conversation-this-is-untrusted-4\work\3sys\results\cgcnn_hidden_evaluability_overlay_v1\run_metadata.json,575,7763b39f9c32d84b9119379076455e845c37a4b89243f3e2e1a5bedbe14a7663
C:\Users\leoluis0705\Documents\Codex\2026-07-27\referenced-chatgpt-conversation-this-is-untrusted-4\work\3sys\results\cgcnn_hidden_evaluability_overlay_v1\single_run_baseline_histories.csv,1277524,a4216d8fb7c57288d784bd8050cafb49faad59e7fcffc72ee93fa79e38ce627a
C:\Users\leoluis0705\Documents\Codex\2026-07-27\referenced-chatgpt-conversation-this-is-untrusted-4\work\3sys\results\cgcnn_hidden_evaluability_overlay_v1\single_run_hidden_evaluability_detail.csv,1559233,3d8620c6be0713d25297853c13f8270fe1c7f2e86fc037d69de46867b41ccb3f
C:\Users\leoluis0705\Documents\Codex\2026-07-27\referenced-chatgpt-conversation-this-is-untrusted-4\work\3sys\results\cgcnn_hidden_evaluability_overlay_v1\single_run_hidden_evaluability_results.csv,3471,1f100842cc93a3d38feb8dd98149bd4d62018789bf28002138d2ee13dcfb8162
C:\Users\leoluis0705\Documents\Codex\2026-07-27\referenced-chatgpt-conversation-this-is-untrusted-4\work\3sys\results\cgcnn_hidden_evaluability_overlay_v1\target_set_identity_audit.csv,13054,ba01ccc3cd1a8358d0a41fb0a8ddbd0006b055964acee6f243d96362c45a60ba
C:\Users\leoluis0705\Documents\Codex\2026-07-27\referenced-chatgpt-conversation-this-is-untrusted-4\work\3sys\results\cgcnn_hidden_evaluability_overlay_v1\target_set_identity_summary.csv,340,f16e997f1012499fe476ad9c36204d158b8cc13a5c81b6a231aa867f2cd31dae
